Konsole,Spiel,Datum,Spielzeit,Erstes Mal,Sound,Grafik,Controls,Schwierigkeit,Spaß,Chat,Dennsen,Gesamt,Video Link,Genre
Game Boy,Double Dragon,,,,,,,,,,,,,Prügelspiel
Game Boy,Double Dragon 3: The Arcade Game,,,,,,,,,,,,,Prügelspiel
Game Boy,Double Dragon II,,,,,,,,,,,,,Prügelspiel
Game Boy,Dr. Franken,,,,,,,,,,,,,Action
Game Boy,Dr. Franken II,,,,,,,,,,,,,Action
Game Boy,DragonHeart,,,,,,,,,,,,,Action
Game Boy,Dragon's Lair: The Legend,,,,,,,,,,,,,Action
Game Boy,Dropzone,,,,,,,,,,,,,Shooter
Game Boy,DuckTales,,,,,,,,,,,,,Action
Game Boy,DuckTales 2,,,,,,,,,,,,,Action
Game Boy,"Dynablaster
(US: Atomic Punk)",,,,,,,,,,,,,Action
Game Boy,Elevator Action,,,,,,,,,,,,,Action
Game Boy,F1 Pole Position,,,,,,,,,,,,,Action
Game Boy,F-1 Race,,,,,,,,,,,,,Action
Game Boy,F-15 Strike Eagle,,,,,,,,,,,,,Shooter
Game Boy,Ferrari Grand Prix Challenge,,,,,,,,,,,,,Rennspiel
Game Boy,FIFA 97,,,,,,,,,,,,,Sport
Game Boy,FIFA International Soccer,,,,,,,,,,,,,Sport
Game Boy,FIFA Soccer 96,,,,,,,,,,,,,Sport
Game Boy,FIFA: Road to World Cup 98,,,,,,,,,,,,,Sport
Game Boy,"Fighting Simulator: 
2-in-1 Flying Warriors",,,,,,,,,,,,,Action
Game Boy,Fire Fighter,,,,,,,,,,,,,Action
Game Boy,Football International,,,,,,,,,,,,,Sport
Game Boy,Foreman for Real,,,,,,,,,,,,,Action
Game Boy,Fortified Zone,,,,,,,,,,,,,Action
Game Boy,Frank Thomas Big Hurt Baseball,,,,,,,,,,,,,Sport
Game Boy,"Franky, Joe & Dirk: On The Tiles",,,,,,,,,,,,,Action
Game Boy,Game & Watch Gallery,,,,,,,,,,,,,Action
Game Boy,Game Boy Gallery,,,,,,,,,,,,,Action
Game Boy,Garfield Labyrinth,,,,,,,,,,,,,Sport
Game Boy,Gargoyle's Quest: Ghosts'n Goblins,,,,,,,,,,,,,Action
Game Boy,Gauntlet II,,,,,,,,,,,,,Action
Game Boy,Gear Works,,,,,,,,,,,,,Action
Game Boy,George Foreman's KO Boxing,,,,,,,,,,,,,Sport
Game Boy,Ghostbusters II,,,,,,,,,,,,,Action
Game Boy,"Glücksrad
(US: Wheel of Fortune)",,,,,,,,,,,,,Action
Game Boy,Goal!,,,,,,,,,,,,,Sport
Game Boy,Godzilla,,,,,,,,,,,,,Action
Game Boy,Golf,,,,,,,,,,,,,Sport
Game Boy,Golf Classic,,,,,,,,,,,,,Sport
Game Boy,Gremlins 2: The New Batch,,,,,,,,,,,,,Action
Game Boy,"Hammerin' Harry: 
Ghost Building Company",,,,,,,,,,,,,Action
Game Boy,Hercules,,,,,,,,,,,,,Action
Game Boy,Home Alone,,,,,,,,,,,,,Jump & Run
Game Boy,Home Alone 2: Lost in New York,,,,,,,,,,,,,Jump & Run
Game Boy,Hook,,,,,,,,,,,,,Jump & Run
Game Boy,Hugo,,,,,,,,,,,,,Action
Game Boy,Hugo 2,,,,,,,,,,,,,Action
Game Boy,"Hyper Lode Runner: 
The Labyrinth of Doom",,,,,,,,,,,,,Shooter
Game Boy,"HyperDunk
(US:Double Dribble: 5 on 5)",,,,,,,,,,,,,Action
Game Boy,Indiana Jones and the Last Crusade,,,,,,,,,,,,,Action
Game Boy,"InfoGenius Productivity Pak: 
Berlitz French Translator",,,,,,,,,,,,,Action
Game Boy,"InfoGenius Productivity Pak: 
Berlitz Spanish Translator",,,,,,,,,,,,,Action
Game Boy,"InfoGenius Productivity Pak: 
Personal Organizer and Phone Book",,,,,,,,,,,,,Action
Game Boy,International Superstar Soccer,,,,,,,,,,,,,Sport
Game Boy,"Iron Man / X-O Manowar
in Heavy Metal",,,,,,,,,,,,,Action
Game Boy,Jack Nicklaus Golf,,,,,,,,,,,,,Sport
Game Boy,James Bond 007,,,,,,,,,,,,,Action
Game Boy,Jelly Boy,,,,,,,,,,,,,Action
Game Boy,Jimmy Connors Tennis,,,,,,,,,,,,,Sport
Game Boy,Joe & Mac: Caveman Ninja,,,,,,,,,,,,,Jump & Run
Game Boy,Jordan vs. Bird: One on One,,,,,,,,,,,,,Action
Game Boy,Judge Dredd,,,,,,,,,,,,,Action
Game Boy,Jungle Strike,,,,,,,,,,,,,Action
Game Boy,Jurassic Park,,,,,,,,,,,,,Action
Game Boy,"Jurassic Park Part 2: 
The Chaos Continues",,,,,,,,,,,,,Shooter
Game Boy,Kid Dracula,,,,,,,,,,,,,Action
Game Boy,Kid Icarus: Of Myths and Monsters,,,,,,,,,,,,,Action
Game Boy,Killer Instinct,,,,,,,,,,,,,Prügelspiel
Game Boy,"King of the Zoo
(US: Penguin Wars)",,,,,,,,,,,,,Action
Game Boy,Kirby's Block Ball,,,,,,,,,,,,,Jump & Run
Game Boy,Kirby's Dream Land,,,,,,,,,,,,,Jump & Run
Game Boy,Kirby's Dream Land 2,,,,,,,,,,,,,Jump & Run
Game Boy,Kirby's Pinball Land,,,,,,,,,,,,,Sonstiges
Game Boy,Kirby's Star Stacker,,,,,,,,,,,,,Jump & Run
Game Boy,Klax,,,,,,,,,,,,,Action
Game Boy,Konami Golf,,,,,,,,,,,,,Sport
Game Boy,Krusty's Fun House,,,,,,,,,,,,,Action
Game Boy,Kung-Fu Master,,,,,,,,,,,,,Prügelspiel
Game Boy,Kwirk,,,,,,,,,,,,,Action
Game Boy,Lamborghini American Challenge,,,,,,,,,,,,,Action
Game Boy,Last Action Hero,,,,,,,,,,,,,Action
Game Boy,Lemmings,,,,,,,,,,,,,Puzzle
Game Boy,Lemmings 2: The Tribes,,,,,,,,,,,,,Puzzle
Game Boy,Lethal Weapon,,,,,,,,,,,,,Action
Game Boy,Lingo,,,,,,,,,,,,,Action
Game Boy,Lock'n' Chase,,,,,,,,,,,,,Action
Game Boy,Looney Tunes,,,,,,,,,,,,,Action
Game Boy,"Looney Tunes 2: 
Tazmanian Devil in Island Chase",,,,,,,,,,,,,Action
Game Boy,Loopz,,,,,,,,,,,,,Action
Game Boy,Lucky Luke,,,,,,,,,,,,,Action
Game Boy,Lucle,,,,,,,,,,,,,Action
Game Boy,Madden'95,,,,,,,,,,,,,Action
Game Boy,Madden'96,,,,,,,,,,,,,Action
Game Boy,Magnetic Soccer,,,,,,,,,,,,,Sport
Game Boy,Marble Madness,,,,,,,,,,,,,Puzzle
Game Boy,Mario & Yoshi,,,,,,,,,,,,,Puzzle
Game Boy,Mario's Picross,,,,,,,,,,,,,Jump & Run
Game Boy,"Matthias Sammer Soccer
(US: J League: Big Wave Soccer)",,,,,,,,,,,,,Sport
Game Boy,Max,,,,,,,,,,,,,Action
Game Boy,"McDonaldland
(US: Spot: The Cool Adventure)",,,,,,,,,,,,,Action
Game Boy,Mega Man II,,,,,,,,,,,,,Action
Game Boy,Mega Man III,,,,,,,,,,,,,Action
Game Boy,Mega Man IV,,,,,,,,,,,,,Action
Game Boy,Mega Man V,,,,,,,,,,,,,Action
Game Boy,Mega Man: Dr. Wily's Revenge,,,,,,,,,,,,,Action
Game Boy,Megalit,,,,,,,,,,,,,Action
Game Boy,Mercenary Force,,,,,,,,,,,,,Action
Game Boy,Metroid II: Return of Samus,,,,,,,,,,,,,Adventure
Game Boy,Mickey Mouse,,,,,,,,,,,,,Action
Game Boy,Mickey Mouse: Magic Wands!,,,,,,,,,,,,,Action
Game Boy,Mickey's Dangerous Chase,,,,,,,,,,,,,Action
Game Boy,Mickey's Ultimate Challenge,,,,,,,,,,,,,RPG
Game Boy,Micro Machines,,,,,,,,,,,,,Rennspiel
Game Boy,"Micro Machines 2: 
Turbo Tournament",,,,,,,,,,,,,Rennspiel
Game Boy,Mighty Morphin Power Rangers,,,,,,,,,,,,,Action
Game Boy,"Mighty Morphin Power Rangers: 
The Movie",,,,,,,,,,,,,Action
Game Boy,Milon's Secret Castle,,,,,,,,,,,,,Action
Game Boy,Missile Command,,,,,,,,,,,,,Action
Game Boy,Mole Mania,,,,,,,,,,,,,Action
Game Boy,Monopoly,,,,,,,,,,,,,Sonstiges
Game Boy,Monster Max,,,,,,,,,,,,,Action
Game Boy,Monster Truck Wars,,,,,,,,,,,,,Action
Game Boy,Montezuma's Return,,,,,,,,,,,,,Action
Game Boy,Mortal Kombat,,,,,,,,,,,,,Prügelspiel
Game Boy,Mortal Kombat 3,,,,,,,,,,,,,Prügelspiel
Game Boy,Mortal Kombat I & II,,,,,,,,,,,,,Prügelspiel
Game Boy,Mortal Kombat II,,,,,,,,,,,,,Prügelspiel
Game Boy,Motocross Maniacs,,,,,,,,,,,,,Rennspiel
Game Boy,Mr. Do!,,,,,,,,,,,,,Action
Game Boy,Mr. Nutz,,,,,,,,,,,,,Action
Game Boy,Ms. Pac-Man,,,,,,,,,,,,,Action
Game Boy,Muhammad Ali Heavyweight Boxing,,,,,,,,,,,,,Sport
Game Boy,Mulan,,,,,,,,,,,,,Action
Game Boy,"Mystic Quest
(US: Final Fantasy Adventure)",,,,,,,,,,,,,RPG
Game Boy,Mystical Ninja Starring Goemon,,,,,,,,,,,,,Action
Game Boy,Nail'n' Scale,,,,,,,,,,,,,Action
Game Boy,Navy SEALs,,,,,,,,,,,,,Action
Game Boy,NBA All-Star Challenge,,,,,,,,,,,,,Action
Game Boy,NBA Jam,,,,,,,,,,,,,Action
Game Boy,NBA Jam: Tournament Edition,,,,,,,,,,,,,Action
Game Boy,NBA Live 96,,,,,,,,,,,,,Action
Game Boy,Nemesis,,,,,,,,,,,,,Action
Game Boy,"Nemesis II: 
The Return of the Hero",,,,,,,,,,,,,Action
Game Boy,NFL Quarterback Club,,,,,,,,,,,,,Action
Game Boy,NFL Quarterback Club 96,,,,,,,,,,,,,Action
Game Boy,NFL Quarterback Club II,,,,,,,,,,,,,Action
Game Boy,NHL 96,,,,,,,,,,,,,Action
Game Boy,NHL Hockey 95,,,,,,,,,,,,,Sport
Game Boy,"Nigel Mansell's 
World Championship Racing",,,,,,,,,,,,,Rennspiel
Game Boy,Ninja Boy,,,,,,,,,,,,,Action
Game Boy,Ninja Boy 2,,,,,,,,,,,,,Action
Game Boy,Nintendo World Cup,,,,,,,,,,,,,Sport
Game Boy,Oddworld Adventures,,,,,,,,,,,,,Action
Game Boy,"Olympic Summer Games: 
Atlanta 1996",,,,,,,,,,,,,Sport
Game Boy,Othello,,,,,,,,,,,,,Action
Game Boy,"Ottos Ottifanten: 
Baby Brunos's Nightmare",,,,,,,,,,,,,Action
Game Boy,Pac-In-Time,,,,,,,,,,,,,Action
Game Boy,Pac-Man,,,,,,,,,,,,,Action
Game Boy,"Pac-Panic
(US: Pac-Attack)",,,,,,,,,,,,,Action
Game Boy,Palamedes,,,,,,,,,,,,,Puzzle
Game Boy,Paperboy,,,,,,,,,,,,,Action
Game Boy,Paperboy 2,,,,,,,,,,,,,Action
Game Boy,Parasol Stars: Rainbow Islands II,,,,,,,,,,,,,Jump & Run
Game Boy,Parodius,,,,,,,,,,,,,Shooter
Game Boy,PGA European Tour,,,,,,,,,,,,,Action
Game Boy,PGA Tour 96,,,,,,,,,,,,,Action
Game Boy,"Phantom Air Mission
(US: Turn and Burn: The F-14 Dogfight Simulator)",,,,,,,,,,,,,Shooter
Game Boy,Pierre le Chef is... Out to Lunch,,,,,,,,,,,,,Action
Game Boy,Pinball Deluxe,,,,,,,,,,,,,Sonstiges
Game Boy,Pinball Dreams,,,,,,,,,,,,,Sonstiges
Game Boy,Pinball Fantasies,,,,,,,,,,,,,Sonstiges
Game Boy,Pinball Mania,,,,,,,,,,,,,Sonstiges
Game Boy,Pinball: Revenge of the'Gator,,,,,,,,,,,,,Sonstiges
Game Boy,Pinocchio,,,,,,,,,,,,,Action
Game Boy,Pit-Fighter,,,,,,,,,,,,,Action
Game Boy,Pocahontas,,,,,,,,,,,,,Action
Game Boy,Pocket Bomberman,,,,,,,,,,,,,Action
Game Boy,Pokémon Blue,,,,,,,,,,,,,RPG
Game Boy,Pokémon Red,,,,,,,,,,,,,RPG
Game Boy,"Pokémon Yellow: 
Special Pikachu Edition",,,,,,,,,,,,,RPG
Game Boy,"Pop Up
(US: Cool Ball)",,,,,,,,,,,,,Action
Game Boy,Popeye 2,,,,,,,,,,,,,Action
Game Boy,Pop'n TwinBee,,,,,,,,,,,,,Action
Game Boy,Populous,,,,,,,,,,,,,Strategie
Game Boy,Power Racer,,,,,,,,,,,,,Rennspiel
Game Boy,Prehistorik Man,,,,,,,,,,,,,Jump & Run
Game Boy,Primal Rage,,,,,,,,,,,,,Prügelspiel
Game Boy,Prince of Persia,,,,,,,,,,,,,Jump & Run
Game Boy,"Probotector
(US: Operation C)",,,,,,,,,,,,,Action
Game Boy,"Probotector 2
(US: Contra: The Alien Wars)",,,,,,,,,,,,,Action
Game Boy,Prophecy: The Viking Child,,,,,,,,,,,,,Action
Game Boy,Q*bert for Game Boy,,,,,,,,,,,,,Action
Game Boy,Qix,,,,,,,,,,,,,Puzzle
Game Boy,Race Days,,,,,,,,,,,,,Action
Game Boy,Race Drivin',,,,,,,,,,,,,Action
Game Boy,Radar Mission,,,,,,,,,,,,,Action
Game Boy,Raging Fighter,,,,,,,,,,,,,Action
Game Boy,Reservoir Rat,,,,,,,,,,,,,Action
Game Boy,Riddick Bowe Boxing,,,,,,,,,,,,,Sport
Game Boy,Road Rash,,,,,,,,,,,,,Action
Game Boy,Robin Hood: Prince of Thieves,,,,,,,,,,,,,Action
Game Boy,RoboCop,,,,,,,,,,,,,Action
Game Boy,RoboCop Versus The Terminator,,,,,,,,,,,,,Action
Game Boy,Rod Land,,,,,,,,,,,,,Action
Game Boy,R-Type,,,,,,,,,,,,,Shooter
Game Boy,R-Type II,,,,,,,,,,,,,Shooter
Game Boy,Samurai Shodown,,,,,,,,,,,,,Prügelspiel
Game Boy,Sea Battle,,,,,,,,,,,,,Action
Game Boy,seaQuest DSV,,,,,,,,,,,,,Action
Game Boy,"Sensible Soccer: 
European Champions",,,,,,,,,,,,,Sport
Game Boy,"Shadow Warriors: Ninja Gaiden
(US: Ninja Gaiden Shadow)",,,,,,,,,,,,,Action
Game Boy,Side Pocket,,,,,,,,,,,,,Sport
Game Boy,Skate or Die: Bad'N Rad,,,,,,,,,,,,,Sport
Game Boy,Small Soldiers,,,,,,,,,,,,,Action
Game Boy,Sneaky Snakes,,,,,,,,,,,,,Action
Game Boy,Snoopy's Magic Show,,,,,,,,,,,,,Action
Game Boy,Snow Bros. Jr.,,,,,,,,,,,,,Action
Game Boy,Soccer,,,,,,,,,,,,,Sport
Game Boy,SolarStriker,,,,,,,,,,,,,Action
Game Boy,Solitaire FunPak,,,,,,,,,,,,,Sonstiges
Game Boy,Solomon's Club,,,,,,,,,,,,,Action
Game Boy,Space Invaders,,,,,,,,,,,,,Shooter
Game Boy,Spanky's Quest,,,,,,,,,,,,,Action
Game Boy,Speedball 2: Brutal Deluxe,,,,,,,,,,,,,Action
Game Boy,Speedy Gonzales,,,,,,,,,,,,,Action
Game Boy,"Spider-Man 3: 
Invasion of the Spider-Slayers",,,,,,,,,,,,,Action
Game Boy,"Spider-Man and the X-Men 
in Arcade's Revenge",,,,,,,,,,,,,Action
Game Boy,Spirou,,,,,,,,,,,,,Action
Game Boy,Splitz,,,,,,,,,,,,,Action
Game Boy,Sports Illustrated: Golf Classic,,,,,,,,,,,,,Sport
Game Boy,Spot: The Video Game,,,,,,,,,,,,,Action
Game Boy,"Star Trek Generations: 
Beyond the Nexus",,,,,,,,,,,,,Action
Game Boy,Star Trek: 25th Anniversary,,,,,,,,,,,,,Action
Game Boy,Star Trek: The Next Generation,,,,,,,,,,,,,Action
Game Boy,Star Wars,,,,,,,,,,,,,Action
Game Boy,"Star Wars: 
The Empire Strikes Back",,,,,,,,,,,,,Action
Game Boy,Stargate,,,,,,,,,,,,,Action
Game Boy,StarHawk,,,,,,,,,,,,,Action
Game Boy,Street Fighter II,,,,,,,,,,,,,Prügelspiel
Game Boy,Street Racer,,,,,,,,,,,,,Rennspiel
Game Boy,Sunsoft Grand Prix,,,,,,,,,,,,,Rennspiel
Game Boy,Super Battletank: War in the Gulf,,,,,,,,,,,,,Action
Game Boy,Super Chase H.Q.,,,,,,,,,,,,,Action
Game Boy,Super Hunchback,,,,,,,,,,,,,Action
Game Boy,Super James Pond,,,,,,,,,,,,,Action
Game Boy,Super Kick Off,,,,,,,,,,,,,Sport
Game Boy,Super Mario Land,,,,,,,,,,,,,Jump & Run
Game Boy,"Super Mario Land 2: 
6 Golden Coins",,,,,,,,,,,,,Jump & Run
Game Boy,Super R.C. Pro-Am,,,,,,,,,,,,,Action
Game Boy,"Super Star Wars: 
Return of the Jedi",,,,,,,,,,,,,Action
Game Boy,Superman,,,,,,,,,,,,,Action
Game Boy,Swamp Thing,,,,,,,,,,,,,Action
Game Boy,T2: The Arcade Game,,,,,,,,,,,,,Action
Game Boy,Tail'Gator,,,,,,,,,,,,,Action
Game Boy,TaleSpin,,,,,,,,,,,,,Action
Game Boy,Tamagotchi,,,,,,,,,,,,,Action
Game Boy,Tarzan: Lord of the Jungle,,,,,,,,,,,,,Action
Game Boy,Taz-Mania,,,,,,,,,,,,,Action
Game Boy,"Teenage Mutant Hero Turtles II: 
Back From the Sewers",,,,,,,,,,,,,Prügelspiel
Game Boy,"Teenage Mutant Hero Turtles III: 
Radical Rescue",,,,,,,,,,,,,Prügelspiel
Game Boy,"Teenage Mutant Hero Turtles: 
Fall of the Foot Clan",,,,,,,,,,,,,Action
Game Boy,Tennis,,,,,,,,,,,,,Sport
Game Boy,Terminator 2: Judgment Day,,,,,,,,,,,,,Action
Game Boy,Tesserae,,,,,,,,,,,,,Action
Game Boy,Tetris,,,,,,,,,,,,,Puzzle
Game Boy,Tetris 2,,,,,,,,,,,,,Puzzle
Game Boy,Tetris Attack,,,,,,,,,,,,,Puzzle
Game Boy,Tetris Blast,,,,,,,,,,,,,Puzzle
Game Boy,Tetris Plus,,,,,,,,,,,,,Puzzle
Game Boy,The Addams Family,,,,,,,,,,,,,Jump & Run
Game Boy,"The Addams Family: 
Pugsley's Scavenger Hunt",,,,,,,,,,,,,Jump & Run
Game Boy,The Adventures of Star Saver,,,,,,,,,,,,,Action
Game Boy,The Amazing Spider-Man,,,,,,,,,,,,,Action
Game Boy,The Amazing Spider-Man 2,,,,,,,,,,,,,Action
Game Boy,The Battle of Olympus,,,,,,,,,,,,,Adventure
Game Boy,The Blues Brothers,,,,,,,,,,,,,Jump & Run
Game Boy,"The Blues Brothers: 
Jukebox Adventure",,,,,,,,,,,,,Jump & Run
Game Boy,The Bugs Bunny Crazy Castle,,,,,,,,,,,,,Jump & Run
Game Boy,The Chessmaster,,,,,,,,,,,,,Sonstiges
Game Boy,The Fidgetts,,,,,,,,,,,,,Action
Game Boy,The Flash,,,,,,,,,,,,,Action
Game Boy,The Flintstones,,,,,,,,,,,,,Jump & Run
Game Boy,"The Flintstones: 
King Rock Treasure Island",,,,,,,,,,,,,Jump & Run
Game Boy,The Humans,,,,,,,,,,,,,Action
Game Boy,The Hunchback of Notre Dame,,,,,,,,,,,,,Action
Game Boy,The Hunt for Red October,,,,,,,,,,,,,Action
Game Boy,The Incredible Crash Dummies,,,,,,,,,,,,,Action
Game Boy,The Jetsons: Robot Panic,,,,,,,,,,,,,Action
Game Boy,The Jungle Book,,,,,,,,,,,,,Jump & Run
Game Boy,"The King of Fighters: 
Heat of Battle",,,,,,,,,,,,,Action
Game Boy,The King of Fighters'95,,,,,,,,,,,,,Action
Game Boy,The Lawnmower Man,,,,,,,,,,,,,Action
Game Boy,The Legend of Prince Valiant,,,,,,,,,,,,,Action
Game Boy,"The Legend of Zelda: 
Link's Awakening",,,,,,,,,,,,,Adventure
Game Boy,The Lion King,,,,,,,,,,,,,Jump & Run
Game Boy,The Little Mermaid,,,,,,,,,,,,,Action
Game Boy,The Lost World: Jurassic Park,,,,,,,,,,,,,Action
Game Boy,The Pagemaster,,,,,,,,,,,,,Action
Game Boy,The Ren & Stimpy Show: Veediots!,,,,,,,,,,,,,Action
Game Boy,"The Simpsons: 
Bart & the Beanstalk",,,,,,,,,,,,,Jump & Run
Game Boy,"The Simpsons: 
Bart vs. The Juggernauts",,,,,,,,,,,,,Jump & Run
Game Boy,"The Simpsons: Itchy & Scratchy 
in Miniature Golf Madness",,,,,,,,,,,,,Sport
Game Boy,The Smurfs,,,,,,,,,,,,,Jump & Run
Game Boy,"The Smurfs 2: 
The Smurfs Travel The World",,,,,,,,,,,,,Jump & Run
Game Boy,"The Smurfs 3: 
The Smurfs' Nightmare",,,,,,,,,,,,,Jump & Run
Game Boy,"The Spirit of F-1
(US: World Circuit Series)",,,,,,,,,,,,,Action
Game Boy,The Sword of Hope,,,,,,,,,,,,,Sonstiges
Game Boy,Tintin in Tibet,,,,,,,,,,,,,Action
Game Boy,Tintin: Prisoners of the Sun,,,,,,,,,,,,,Action
Game Boy,"Tiny Toon Adventures 2: 
Montana's Movie Madness",,,,,,,,,,,,,Jump & Run
Game Boy,"Tiny Toon Adventures: 
Babs' Big Break",,,,,,,,,,,,,Jump & Run
Game Boy,"Tiny Toon Adventures: 
Wacky Sports",,,,,,,,,,,,,Jump & Run
Game Boy,Tip Off,,,,,,,,,,,,,Action
Game Boy,Titus the Fox,,,,,,,,,,,,,Action
Game Boy,Tom & Jerry,,,,,,,,,,,,,Jump & Run
Game Boy,Tom & Jerry 2: The Movie,,,,,,,,,,,,,Jump & Run
Game Boy,Tom & Jerry Frantic Antics,,,,,,,,,,,,,Jump & Run
Game Boy,Top Gun: Guts and Glory,,,,,,,,,,,,,Shooter
Game Boy,Top Ranking Tennis,,,,,,,,,,,,,Sport
Game Boy,Total Carnage,,,,,,,,,,,,,Action
Game Boy,Toy Story,,,,,,,,,,,,,Action
Game Boy,Track & Field,,,,,,,,,,,,,Sport
Game Boy,Track Meet,,,,,,,,,,,,,Sport
Game Boy,Trax,,,,,,,,,,,,,Action
Game Boy,Trip World,,,,,,,,,,,,,Action
Game Boy,True Lies,,,,,,,,,,,,,Action
Game Boy,Tumble Pop,,,,,,,,,,,,,Action
Game Boy,Turok: Battle of the Bionosaurs,,,,,,,,,,,,,Action
Game Boy,Turrican,,,,,,,,,,,,,Action
Game Boy,Un Indien Dans La Ville,,,,,,,,,,,,,Action
Game Boy,Universal Soldier,,,,,,,,,,,,,Action
Game Boy,Urban Strike,,,,,,,,,,,,,Action
Game Boy,Vegas Stakes,,,,,,,,,,,,,Action
Game Boy,V-Rally: Championship Edition,,,,,,,,,,,,,Rennspiel
Game Boy,"Wario Blast: 
Featuring Bomberman!",,,,,,,,,,,,,Action
Game Boy,Wario Land II,,,,,,,,,,,,,Jump & Run
Game Boy,Waterworld,,,,,,,,,,,,,Action
Game Boy,Wave Race,,,,,,,,,,,,,Action
Game Boy,WCW Wrestling: The Main Event,,,,,,,,,,,,,Sport
Game Boy,Who Framed Roger Rabbit,,,,,,,,,,,,,Action
Game Boy,Winter Gold,,,,,,,,,,,,,Action
Game Boy,"Wizards & Warriors X: 
The Fortress of Fear",,,,,,,,,,,,,Action
Game Boy,World Beach Volley: 1992 GB Cup,,,,,,,,,,,,,Action
Game Boy,World Cup 98,,,,,,,,,,,,,Sport
Game Boy,World Cup USA 94,,,,,,,,,,,,,Sport
Game Boy,World Heroes 2 Jet,,,,,,,,,,,,,Prügelspiel
Game Boy,Worms,,,,,,,,,,,,,Action
Game Boy,WWF King of the Ring,,,,,,,,,,,,,Action
Game Boy,WWF Raw,,,,,,,,,,,,,Action
Game Boy,WWF Superstars,,,,,,,,,,,,,Action
Game Boy,WWF Superstars 2,,,,,,,,,,,,,Action
Game Boy,WWF War Zone,,,,,,,,,,,,,Action
Game Boy,Xenon 2 Megablast,,,,,,,,,,,,,Action
Game Boy,Yannick Noah Tennis,,,,,,,,,,,,,Sport
Game Boy,Yogi Bear in Yogi Bear's Goldrush,,,,,,,,,,,,,Action
Game Boy,Yoshi's Cookie,,,,,,,,,,,,,Puzzle
Game Boy,Zen: Intergalactic Ninja,,,,,,,,,,,,,Action
Game Boy,Zool: Ninja of the Nth Dimension,,,,,,,,,,,,,Jump & Run
Game Boy,Zoop,,,,,,,,,,,,,Puzzle
Mega Drive,XDR: X-Dazedly-Ray,01.06.2026,0h36m,JA,5,6,8,4,7,"5,68","6,44","6,31",https://youtu.be/FCWMa7f8SCY?si=l2BdymFXf7ogfWMk&t=15325,Shooter
Mega Drive,The Adventures of Batman & Robin,,,,,,,,,,,,,Action
Mega Drive,Air Diver,,,,,,,,,,,,,Shooter
Mega Drive,Alex Kidd in the Enchanted Castle,,,,,,,,,,,,,Jump & Run
Mega Drive,Alien Soldier,,,,,,,,,,,,,Shooter
Mega Drive,Alisia Dragoon,,,,,,,,,,,,,Action
Mega Drive,Arrow Flash,,,,,,,,,,,,,Shooter
Mega Drive,Art Alive!,,,,,,,,,,,,,Sonstiges
Mega Drive,Asterix and the Great Rescue,,,,,,,,,,,,,Jump & Run
Mega Drive,Asterix and the Power of the Gods,,,,,,,,,,,,,Jump & Run
Mega Drive,ATP Tour Championship Tennis,,,,,,,,,,,,,Sport
Mega Drive,"Awesome Possum Kicks
Dr. Machino's Butt",,,,,,,,,,,,,Jump & Run
Mega Drive,Ayrton Senna's Super Monaco GP II,,,,,,,,,,,,,Rennspiel
Mega Drive,Ball Jacks,,,,,,,,,,,,,Puzzle
Mega Drive,Barkley Shut Up and Jam 2,,,,,,,,,,,,,Sport
Mega Drive,Barney's Hide & Seek Game,,,,,,,,,,,,,Sonstiges
Mega Drive,Batman,,,,,,,,,,,,,Action
Mega Drive,Batman Returns,,,,,,,,,,,,,Action
Mega Drive,Battle Squadron,,,,,,,,,,,,,Shooter
Mega Drive,Beyond Oasis / The Story of Thor,,,,,,,,,,,,,Adventure
Mega Drive,Bill Walsh College Football '95,,,,,,,,,,,,,Sport
Mega Drive,Bimini Run,,,,,,,,,,,,,Rennspiel
Mega Drive,Bio-Hazard Battle / Crying,,,,,,,,,,,,,Shooter
Mega Drive,Blades of Vengeance,,,,,,,,,,,,,Action
Mega Drive,Blaster Master 2,,,,,,,,,,,,,Shooter
Mega Drive,Body Count,,,,,,,,,,,,,Shooter
Mega Drive,Bonkers,,,,,,,,,,,,,Jump & Run
Mega Drive,"Bulls vs Lakers
and the NBA Playoffs",,,,,,,,,,,,,Sport
Mega Drive,"Castle of Illusion
starring Mickey Mouse",,,,,,,,,,,,,Jump & Run
Mega Drive,"Castlevania: Bloodlines
The New Generation",,,,,,,,,,,,,Action
Mega Drive,Chakan: The Forever Man,,,,,,,,,,,,,Action
Mega Drive,Coach K College Basketball,,,,,,,,,,,,,Sport
Mega Drive,College Football USA 96,,,,,,,,,,,,,Sport
Mega Drive,"College Football's National
Championship",,,,,,,,,,,,,Sport
Mega Drive,"College Football's National
Championship II",,,,,,,,,,,,,Sport
Mega Drive,Columns,,,,,,,,,,,,,Puzzle
Mega Drive,Columns III: Revenge of Columns,,,,,,,,,,,,,Puzzle
Mega Drive,Combat Cars,,,,,,,,,,,,,Rennspiel
Mega Drive,Comix Zone,,,,,,,,,,,,,Prügelspiel
Mega Drive,Contra: Hard Corps / Probotector,,,,,,,,,,,,,Shooter
Mega Drive,Crusader of Centy / Soleil,,,,,,,,,,,,,RPG
Mega Drive,Crystal's Pony Tale,,,,,,,,,,,,,Sonstiges
Mega Drive,Crüe Ball,,,,,,,,,,,,,Sonstiges
Mega Drive,David Robinson's Supreme Court,,,,,,,,,,,,,Sport
Mega Drive,Decap Attack,,,,,,,,,,,,,Jump & Run
